order_id,order_date,customer_id,segment,region,country,category,product,quantity,unit_price,discount,sales,profit,ship_mode
ORD-106968,2023-03-02 04:45:36,CUST-2701,Corporate,Europe,Spain,Furniture,Bookcase,9,161.75,0.0,1455.75,451.78,Express
ORD-105040,2022-01-17 06:46:40,CUST-2990,Consumer,North America,Mexico,Office Supplies,Binder,7,13.49,0.3,66.1,4.59,Same Day
ORD-103842,2023-08-02 10:06:05,CUST-2082,,Europe,Spain,Furniture,Bookcase,2,214.04,0.0,428.08,166.18,Standard
ORD-107910,2024-10-06 12:05:08,CUST-2449,Corporate,Oceania,Australia,Furniture,Bookcase,7,181.94,0.0,1273.58,338.16,Standard
ORD-103630,2024-10-18 23:59:29,CUST-1740,Home Office,North America,Mexico,Technology,Smartphone,4,249.16,0.2,797.31,142.5,Economy
ORD-102598,2023-02-06 20:30:18,CUST-1109,Home Office,Oceania,Australia,Technology,Smartphone,6,702.15,0.0,4212.9,1671.21,Same Day
ORD-107477,2023-09-12 05:50:44,CUST-2463,Home Office,North America,Mexico,Furniture,Lamp,5,336.09,0.1,1512.4,274.86,Standard
ORD-102471,2022-06-18 12:29:25,CUST-2258,Consumer,Asia,Japan,Technology,Headphones,11,556.69,0.15,5205.05,1452.3,Economy
ORD-101083,2023-04-28 15:02:40,CUST-1048,Consumer,Asia,Japan,Office Supplies,Paper (Ream),3,12.83,0.0,38.49,11.72,Standard
ORD-106870,2024-12-23 18:18:21,CUST-2737,Consumer,Europe,United Kingdom,Office Supplies,Binder,3,13.54,0.0,40.62,12.11,Economy
ORD-109823,2022-09-13 17:13:30,CUST-2119,Consumer,Europe,Germany,Technology,Headphones,7,528.15,0.1,3327.34,1047.27,Standard
ORD-109079,2023-04-01 06:46:39,CUST-1546,Corporate,North America,Mexico,Furniture,Desk,8,183.44,0.15,1247.39,293.04,Express
ORD-107823,2024-03-06 04:55:11,CUST-2822,CONSUMER, North America ,United States,Office Supplies,Notebook,6,8.4,0.0,50.4,19.18,Standard
ORD-107077,2022-11-24 02:00:06,CUST-1154,Consumer,Oceania,Australia,Office Supplies,Pens (Pack),3,10.89,0.0,32.67,13.57,Standard
ORD-109414,2024-01-31 03:56:06,CUST-2349,Consumer,Asia,Japan,Office Supplies,Paper (Ream),6,25.02,0.1,135.11,36.83,Express
ORD-101121,2023-07-01 21:41:08,CUST-2687,Corporate,North America,Canada,Office Supplies,Pens (Pack),8,14.08,0.0,112.64,38.74,Standard
ORD-104754,2024-07-23 16:20:29,CUST-2416,Consumer,Oceania,New Zealand,Furniture,Desk,2,218.66,0.3,306.12,-6.07,Standard
ORD-104466,2022-08-02 02:01:49,CUST-2315,Home Office,North America,Mexico,Technology,Headphones,5,408.26,0.0,2041.3,696.5,Express
ORD-103988,2023-08-17 02:37:45,CUST-2870,Consumer,Oceania,Australia,Furniture,Office Chair,9,150.27,0.0,1352.43,482.87,Standard
ORD-106227,2024-06-20 11:13:51,CUST-1115,Corporate,North America,United States,Technology,Headphones,7,776.89,0.1,4894.41,1494.72,Standard
ORD-101613,2024-06-21 10:34:27,CUST-2996,CONSUMER, North America ,United States,Office Supplies,Binder,4,5.92,0.2,18.94,2.51,Economy
ORD-108656,2022-08-25 22:43:17,CUST-1509,Consumer,North America,Mexico,Office Supplies,Notebook,7,11.4,0.0,79.8,27.77,Same Day
ORD-103216,2023-06-04 22:16:05,CUST-1299,Corporate,North America,Mexico,Office Supplies,Stapler,9,10.68,0.0,96.12,34.62,Standard
ORD-102065,2023-06-20 13:25:30,CUST-1929,Consumer,Oceania,New Zealand,Technology,Monitor,1,533.99,0.0,533.99,170.75,Standard
ORD-108159,2024-11-26 13:17:39,CUST-2883,Corporate,North America,Canada,Technology,Monitor,4,366.47,0.1,1319.29,280.24,Economy
ORD-107733,2023-01-05 12:36:39,CUST-1003,Consumer,North America,Canada,Furniture,Lamp,5,163.18,0.0,815.9,311.11,Standard
ORD-100447,2024-02-12 08:50:28,CUST-2385,Corporate,Europe,France,Furniture,Desk,10,232.02,0.0,2320.2,865.89,Express
ORD-105180,2022-07-03 22:42:59,CUST-1244,Consumer,Europe,United Kingdom,Technology,Monitor,7,668.98,0.0,4682.86,1394.79,Standard
ORD-100731,2023-05-03 17:59:58,CUST-1231,Consumer,North America,United States,Furniture,Sofa,6,271.19,0.0,1627.14,590.84,Express
ORD-107467,2023-10-27 00:41:31,CUST-1525,Consumer,North America,Mexico,Technology,Smartphone,7,355.57,0.0,2488.99,926.53,Express
ORD-108497,2022-03-12 03:02:53,CUST-1735,Corporate,Oceania,Australia,Technology,Monitor,6,478.96,0.0,2873.76,1108.85,Standard
ORD-107592,2022-11-05 01:10:21,CUST-2179,Corporate,Asia,India,Technology,Headphones,11,323.4,0.2,2845.92,604.17,Express
ORD-107542,2023-05-01 03:38:55,CUST-2654,CONSUMER, Europe ,Spain,Office Supplies,Binder,3,11.66,0.0,34.98,10.68,Economy
ORD-108144,2022-09-01 06:33:14,CUST-2693,Corporate,Europe,Spain,Office Supplies,Pens (Pack),8,14.12,0.2,90.37,8.58,Standard
ORD-103707,2023-03-20 02:43:35,CUST-2057,CONSUMER, Europe ,Spain,Technology,Keyboard,6,928.02,0.2,4454.5,811.18,Standard
ORD-102642,2024-02-26 05:45:21,CUST-1885,Consumer,Europe,Germany,Furniture,Bookcase,8,132.09,0.1,951.05,268.1,Express
ORD-101292,2022-05-10 17:31:01,CUST-2497,Corporate,Europe,Spain,Technology,Laptop,7,623.32,0.0,4363.24,1149.69,Standard
ORD-108925,2022-10-02 11:04:09,CUST-1606,Home Office,Europe,France,Furniture,Sofa,2,262.52,0.0,525.04,197.8,Standard
ORD-105791,2023-05-27 22:12:20,CUST-1661,Home Office,Europe,France,Furniture,Sofa,4,144.4,0.0,577.6,209.77,Standard
ORD-101076,2023-06-17 03:27:03,CUST-2619,Home Office,Europe,United Kingdom,Technology,Monitor,1,209.67,0.15,178.22,32.69,Express
ORD-102154,2023-05-17 00:50:19,CUST-1392,Corporate,Europe,Spain,Office Supplies,Notebook,4,8.64,0.0,34.56,12.68,Standard
ORD-109624,2024-07-21 10:32:13,CUST-1587,Home Office,Asia,Japan,Technology,Smartphone,1,472.92,0.0,472.92,183.82,Standard
ORD-100310,2024-05-28 03:56:53,CUST-2695,Consumer,Europe,United Kingdom,Furniture,Office Chair,10,143.21,0.0,1432.1,500.65,Standard
ORD-104489,2023-07-25 07:48:33,CUST-1231,Consumer,Europe,Spain,Office Supplies,Pens (Pack),10,10.71,0.0,107.1,41.96,Express
ORD-103622,2023-02-08 00:05:31,CUST-2318,Consumer,Europe,Spain,Technology,Laptop,10,472.89,0.1,4256.01,887.99,Same Day
ORD-102192,2024-04-23 07:19:38,CUST-2768,Home Office,Asia,India,Technology,Keyboard,9,463.13,0.15,3542.94,724.45,Express
ORD-101493,2023-08-30 16:21:25,CUST-2241,Consumer,Asia,Japan,Office Supplies,Binder,1,8.92,0.15,7.58,1.66,Express
ORD-108903,2023-03-09 16:58:26,CUST-2802,Consumer,North America,Mexico,Office Supplies,Paper (Ream),6,10.56,0.15,53.86,11.27,Standard
ORD-105788,2024-01-13 13:55:27,CUST-2544,Consumer,Asia,India,Office Supplies,Binder,4,16.07,0.0,64.28,19.21,Standard
ORD-109081,2024-01-05 17:30:46,CUST-1161,Corporate,North America,Mexico,Office Supplies,Paper (Ream),6,7.84,0.1,42.34,10.26,Standard
ORD-107250,2022-12-09 12:48:03,CUST-2837,Consumer,Europe,Germany,Furniture,Lamp,6,384.24,0.2,1844.35,252.77,Standard
ORD-101988,2023-12-01 16:59:40,CUST-2810,,Oceania,Australia,Furniture,Lamp,1,157.92,0.1,142.13,,
ORD-103026,2024-05-29 22:23:47,CUST-2309,Consumer,North America,United States,Furniture,Lamp,7,121.65,0.0,851.55,272.5,Standard
ORD-100715,2022-11-22 18:25:23,CUST-1188,Home Office,North America,Canada,Technology,Headphones,8,355.96,0.0,2847.68,797.14,Standard
ORD-108008,2023-07-16 02:29:32,CUST-1800,Corporate,Asia,India,Office Supplies,Stapler,2,4.86,0.0,9.72,3.77,Standard
ORD-101395,2024-06-15 23:28:02,CUST-2543,Corporate,North America,Canada,Technology,Monitor,2,685.7,0.0,1371.4,473.73,Same Day
ORD-107132,2022-12-07 01:55:30,CUST-1550,Home Office,North America,Canada,Furniture,Lamp,10,160.85,0.3,1125.95,-39.9,Express
ORD-105159,2024-12-05 00:41:58,CUST-2367,Home Office,North America,Canada,Office Supplies,Paper (Ream),2,15.18,0.0,30.36,12.29,Standard
ORD-106240,2022-10-13 23:40:23,CUST-1873,Corporate,Europe,France,Technology,Laptop,5,185.0,0.2,740.0,95.34,Express
ORD-105099,2024-05-14 02:26:18,CUST-1377,Corporate,Asia,Japan,Furniture,Sofa,1,241.4,0.1,217.26,63.42,Economy
ORD-106334,2024-09-24 22:44:18,CUST-2596,Consumer,Asia,Japan,Office Supplies,Paper (Ream),1,19.2,0.0,19.2,6.04,Standard
ORD-101728,2022-04-25 15:31:01,CUST-1782,Home Office,North America,Canada,Office Supplies,Stapler,3,7.73,0.15,19.71,4.18,Same Day
ORD-103773,2024-07-19 07:10:23,CUST-1026,CONSUMER, Asia ,Singapore,Furniture,Desk,9,159.27,0.1,1290.09,320.21,Standard
ORD-102706,2023-06-17 22:20:56,CUST-1215,,Asia,Japan,Furniture,Sofa,4,286.85,0.2,917.92,207.8,Standard
ORD-105248,2023-01-02 07:02:42,CUST-1074,HOME OFFICE, North America ,United States,Technology,Headphones,1,593.72,0.0,593.72,252.71,Economy
ORD-108442,2024-07-14 02:45:55,CUST-1304,Consumer,North America,Canada,Office Supplies,Pens (Pack),7,7.18,0.0,50.26,15.46,Standard
ORD-102454,2024-03-24 11:25:57,CUST-1566,Consumer,Europe,Spain,Technology,Keyboard,5,682.16,0.2,2728.64,369.17,Economy
ORD-100659,2022-04-30 01:07:27,CUST-2812,CORPORATE, North America ,Mexico,Office Supplies,Paper (Ream),9,23.07,0.1,186.87,35.34,Same Day
ORD-108174,2024-08-31 09:08:17,CUST-2081,Consumer,North America,United States,Office Supplies,Pens (Pack),11,14.66,0.0,161.26,55.75,Standard
ORD-104689,2023-08-19 22:32:19,CUST-2754,Corporate,Asia,Singapore,Furniture,Lamp,7,214.65,0.15,1277.17,252.35,Express
ORD-104512,2024-03-19 21:09:27,CUST-1656,Corporate,Asia,Singapore,Furniture,Bookcase,6,173.78,0.2,834.14,66.67,Standard
ORD-104237,2024-02-07 19:56:37,CUST-2628,Home Office,Asia,India,Technology,Monitor,9,449.76,0.0,4047.84,1540.23,Economy
ORD-100441,2023-03-08 17:16:12,CUST-2920,Corporate,North America,Mexico,Office Supplies,Stapler,4,8.38,0.0,33.52,12.56,Standard
ORD-107279,2023-02-14 23:55:40,CUST-1912,Corporate,Asia,India,Office Supplies,Notebook,2,21.17,0.0,42.34,14.59,Economy
ORD-101772,2024-12-18 09:02:44,CUST-2639,Corporate,Europe,United Kingdom,Office Supplies,Notebook,10,9.08,0.0,90.8,36.03,Economy
ORD-100175,2024-10-31 06:52:02,CUST-1141,Consumer,North America,Mexico,Office Supplies,Binder,5,14.48,0.1,65.16,15.24,Standard
ORD-108120,2024-04-16 19:51:31,CUST-2525,Consumer,North America,Canada,Office Supplies,Paper (Ream),1,12.31,0.0,12.31,3.0,Express
ORD-109424,2023-10-29 19:39:59,CUST-1335,Home Office,Europe,Germany,Technology,Smartphone,3,689.74,0.15,1758.84,353.25,Express
ORD-100978,2022-05-24 23:16:34,CUST-1462,Corporate,Europe,United Kingdom,Technology,Smartphone,2,271.13,0.15,460.92,73.86,Express
ORD-107096,2023-01-31 00:25:10,CUST-1098,Home Office,Europe,United Kingdom,Technology,Keyboard,7,332.82,0.0,2329.74,861.71,Same Day
ORD-107208,2022-12-05 22:24:05,CUST-1684,Corporate,North America,United States,Technology,Monitor,8,367.82,0.0,2942.56,885.07,Economy
ORD-102715,2023-03-26 12:19:48,CUST-1151,Consumer,North America,Mexico,Office Supplies,Pens (Pack),2,13.8,0.0,27.6,8.51,Same Day
ORD-109980,2022-07-11 10:08:49,CUST-1410,Consumer,North America,Canada,Technology,Keyboard,5,344.4,0.0,1722.0,673.44,Standard
ORD-103174,2024-05-16 03:51:23,CUST-1568,Corporate,Europe,France,Furniture,Lamp,6,196.88,0.3,826.9,24.8,Same Day
ORD-107814,2023-03-23 04:51:28,CUST-1329,Consumer,Europe,France,Office Supplies,Binder,11,20.17,0.1,199.68,49.5,Express
ORD-106892,2022-05-09 02:34:37,CUST-2185,Home Office,North America,United States,Furniture,Desk,7,214.47,0.0,1501.29,541.5,Standard
ORD-107109,2023-08-28 18:19:44,CUST-2899,Home Office,North America,Mexico,Office Supplies,Notebook,2,14.59,0.0,29.18,7.49,Express
ORD-101451,2022-05-17 00:22:01,CUST-1339,HOME OFFICE, Europe ,Spain,Office Supplies,Notebook,3,9.34,0.15,23.82,7.01,Standard
ORD-109877,2023-02-01 14:08:54,CUST-2054,Corporate,Asia,Singapore,Furniture,Lamp,3,327.64,0.0,982.92,265.58,Same Day
ORD-102836,2023-11-20 09:04:35,CUST-2296,Corporate,Europe,Spain,Technology,Keyboard,4,642.9,0.0,2571.6,904.59,Economy
ORD-105998,2024-07-22 04:59:02,CUST-1417,Corporate,Asia,Singapore,Office Supplies,Pens (Pack),2,17.71,0.0,35.42,14.49,Standard
ORD-100585,2023-09-21 03:26:42,CUST-2796,Consumer,Europe,Spain,Office Supplies,Pens (Pack),1,9.61,0.0,9.61,2.74,Standard
ORD-102916,2022-08-19 04:48:33,CUST-1036,Consumer,North America,United States,Furniture,Office Chair,11,220.19,0.0,2422.09,738.28,Standard
ORD-107490,2023-11-01 04:04:34,CUST-1813,Corporate,Oceania,New Zealand,Office Supplies,Stapler,4,21.56,0.0,86.24,33.98,Express
ORD-104868,2022-11-27 23:23:21,CUST-1935,Home Office,Europe,Spain,Office Supplies,Pens (Pack),3,9.47,0.0,28.41,9.77,Standard
ORD-101730,2024-07-31 14:25:52,CUST-1347,Corporate,Oceania,New Zealand,Technology,Headphones,3,346.28,0.0,1038.84,330.28,Economy
ORD-106584,2022-10-27 11:05:43,CUST-1212,Corporate,Europe,Germany,Technology,Monitor,3,591.82,0.3,1242.82,94.06,Standard
ORD-106623,2022-11-19 04:15:21,CUST-2953,Corporate,Europe,France,Office Supplies,Paper (Ream),6,10.19,0.0,61.14,23.79,Standard
ORD-103392,2022-03-27 04:26:57,CUST-1960,Corporate,Oceania,New Zealand,Technology,Laptop,8,449.22,0.15,3054.7,155.02,Economy
ORD-103229,2024-06-26 01:18:26,CUST-1338,Consumer,Europe,Spain,Office Supplies,Stapler,7,13.71,0.1,86.37,28.9,Standard
ORD-106717,2022-06-29 05:11:53,CUST-2285,Corporate,Asia,Japan,Furniture,Sofa,5,217.83,0.0,1089.15,355.32,Same Day
ORD-108265,2022-05-18 03:18:05,CUST-2119,CONSUMER, Oceania ,New Zealand,Technology,Headphones,1,288.56,0.0,288.56,107.78,Express
ORD-104557,2022-09-01 07:44:32,CUST-2596,Consumer,Asia,Japan,Office Supplies,Pens (Pack),1,14.05,0.15,11.94,1.85,Standard
ORD-104423,2023-11-23 06:06:07,CUST-1173,Home Office,North America,United States,Office Supplies,Stapler,10,13.2,0.0,132.0,40.01,Standard
ORD-109110,2024-01-26 04:40:25,CUST-1915,Corporate,Oceania,New Zealand,Technology,Smartphone,10,937.04,0.0,9370.4,3004.78,Standard
ORD-102060,2024-01-10 14:38:34,CUST-2888,Consumer,Oceania,Australia,Office Supplies,Stapler,6,14.46,0.0,86.76,33.58,Same Day
ORD-105770,2024-04-16 10:31:29,CUST-1347,Home Office,Asia,India,Technology,Monitor,7,539.97,0.0,3779.79,1509.51,Standard
ORD-103288,2024-09-23 04:17:50,CUST-2856,Corporate,North America,United States,Technology,Keyboard,5,361.38,0.1,1626.21,406.92,Standard
ORD-107172,2023-02-17 14:57:17,CUST-1978,Consumer,Asia,Japan,Office Supplies,Binder,7,15.31,0.15,91.09,16.03,Standard
ORD-100980,2022-10-10 20:42:59,CUST-2598,Corporate,Oceania,New Zealand,Technology,Smartphone,11,401.18,0.15,3751.03,776.55,Express
ORD-103107,2023-07-22 20:06:19,CUST-2861,Corporate,Europe,United Kingdom,Furniture,Bookcase,8,307.38,0.1,2213.14,407.49,Standard
ORD-104283,2024-09-04 15:48:18,CUST-2630,Consumer,North America,Canada,Technology,Laptop,4,310.47,0.0,1241.88,352.11,Standard
ORD-106366,2023-12-12 22:34:47,CUST-1941,Corporate,Europe,France,Technology,Smartphone,6,249.92,0.2,1199.62,335.76,Standard
ORD-103900,2023-02-26 21:47:45,CUST-2198,Corporate,North America,Mexico,Office Supplies,Stapler,1,7.99,0.1,7.19,1.61,Economy
ORD-108364,2024-06-22 15:04:14,CUST-1398,Home Office,Europe,Germany,Office Supplies,Paper (Ream),8,12.16,0.1,87.55,28.36,Standard
ORD-108288,2022-06-22 02:28:31,CUST-2817,Consumer,North America,Canada,Technology,Monitor,8,497.27,0.0,3978.16,1315.26,Standard
ORD-106113,2024-10-28 08:25:49,CUST-2076,Consumer,Oceania,Australia,Office Supplies,Pens (Pack),4,19.52,0.0,78.08,24.61,Standard
ORD-102653,2024-10-19 12:18:28,CUST-2786,Corporate,Asia,Singapore,Office Supplies,Notebook,7,15.25,0.0,106.75,38.56,Standard
ORD-101107,2024-12-03 02:41:49,CUST-1266,Home Office,North America,United States,Office Supplies,Notebook,3,6.49,0.1,17.52,3.68,Express
ORD-107992,2022-09-11 15:05:35,CUST-2950,Consumer,North America,Canada,Office Supplies,Notebook,10,10.95,0.1,98.55,20.16,Standard
ORD-102146,2022-07-26 09:52:59,CUST-2601,Consumer,North America,Canada,Office Supplies,Binder,1,15.56,0.2,12.45,1.77,Standard
ORD-105321,2022-06-09 01:27:17,CUST-2505,Corporate,Europe,Spain,Office Supplies,Binder,5,9.04,0.1,40.68,12.43,Standard
ORD-108951,2024-04-07 17:06:48,CUST-2945,Consumer,Europe,Spain,Technology,Headphones,11,673.66,0.15,6298.72,1331.52,Standard
ORD-103287,2024-11-03 10:20:03,CUST-1259,Home Office,Europe,France,Office Supplies,Stapler,3,21.62,0.0,64.86,22.69,Express
ORD-102804,2023-10-14 10:58:25,CUST-2628,Home Office,North America,Mexico,Technology,Headphones,2,970.96,0.3,1359.34,122.73,Express
ORD-106712,2023-09-20 11:34:34,CUST-2863,Consumer,North America,Canada,Furniture,Desk,9,187.47,0.0,1687.23,675.19,Standard
ORD-105027,2023-03-06 20:57:05,CUST-1881,,North America,Mexico,Technology,Monitor,6,827.1,0.0,4962.6,1736.59,Express
ORD-104970,2022-12-28 17:13:37,CUST-2573,Home Office,Europe,Spain,Office Supplies,Notebook,4,8.76,0.0,35.04,14.8,Express
ORD-106054,2022-12-08 17:33:31,CUST-1021,Corporate,North America,United States,Technology,Monitor,3,434.05,0.1,1171.94,180.65,Economy
ORD-100684,2023-11-28 01:16:32,CUST-2822,Home Office,Europe,Spain,Technology,Keyboard,3,487.11,0.2,1169.06,77.23,Economy
ORD-103727,2024-10-31 08:44:19,CUST-1097,,North America,Mexico,Technology,Headphones,6,431.45,0.1,2329.83,,
ORD-107589,2024-03-29 00:27:54,CUST-2654,Consumer,Europe,United Kingdom,Furniture,Bookcase,9,304.32,0.15,2328.05,531.89,Standard
ORD-104630,2022-04-22 12:24:30,CUST-1827,Corporate,North America,Mexico,Office Supplies,Binder,3,19.26,0.1,52.0,16.63,Economy
ORD-108219,2023-07-02 07:44:39,CUST-2000,Consumer,Asia,Singapore,Technology,Smartphone,2,445.51,0.0,891.02,297.94,Standard
ORD-101267,2024-06-21 15:05:39,CUST-1075,Home Office,Oceania,New Zealand,Technology,Keyboard,10,434.02,0.15,3689.17,594.94,Same Day
ORD-109726,2024-03-25 07:52:20,CUST-1004,Home Office,North America,Mexico,Technology,Headphones,8,379.68,0.0,3037.44,1175.67,Standard
ORD-103064,2023-10-18 01:07:47,CUST-1629,Consumer,North America,United States,Office Supplies,Paper (Ream),3,7.55,0.1,20.38,5.47,Standard
ORD-108492,2022-02-19 09:10:36,CUST-1851,Home Office,Europe,France,Technology,Headphones,3,485.31,0.0,1455.93,526.99,Same Day
ORD-101811,2023-04-12 01:27:33,CUST-2866,Consumer,Europe,United Kingdom,Office Supplies,Stapler,3,10.64,0.0,31.92,10.16,Standard
ORD-109172,2023-09-10 08:58:59,CUST-2413,Corporate,North America,United States,Furniture,Bookcase,8,231.44,0.0,1851.52,723.83,Express
ORD-104601,2024-02-24 23:35:55,CUST-1393,Consumer,Oceania,Australia,Office Supplies,Stapler,5,19.8,0.0,99.0,39.95,Express
ORD-106850,2022-08-21 19:52:57,CUST-2191,Consumer,Oceania,Australia,Office Supplies,Binder,3,11.46,0.1,30.94,7.13,Standard
ORD-108634,2022-06-13 13:10:35,CUST-1152,Consumer,North America,Canada,Technology,Smartphone,7,454.18,0.0,3179.26,1109.13,Standard
ORD-107221,2024-04-08 03:38:12,CUST-1673,Corporate,North America,Mexico,Office Supplies,Notebook,4,7.33,0.15,24.92,4.24,Standard
ORD-106206,2022-07-02 15:46:20,CUST-2876,CONSUMER, North America ,United States,Technology,Laptop,11,669.3,0.2,5889.84,1341.16,Express
ORD-102612,2024-12-10 20:52:44,CUST-1061,Corporate,Europe,Germany,Technology,Keyboard,3,463.27,0.2,1111.85,109.14,Standard
ORD-104885,2024-10-01 23:39:22,CUST-1562,Consumer,Asia,Japan,Technology,Laptop,9,899.36,0.2,6475.39,1576.45,Standard
ORD-101353,2024-11-12 14:24:27,CUST-1645,Home Office,North America,Canada,Office Supplies,Binder,2,8.34,0.15,14.18,1.84,Standard
ORD-103153,2023-03-30 06:06:47,CUST-1848,Corporate,North America,Canada,Technology,Headphones,2,465.96,0.2,745.54,93.83,Standard
ORD-108700,2022-08-30 02:11:41,CUST-2859,Consumer,North America,United States,Technology,Keyboard,9,288.19,0.0,2593.71,1011.97,Standard
ORD-105731,2023-06-02 21:31:37,CUST-1642,Corporate,Asia,Singapore,Technology,Smartphone,9,355.16,0.0,3196.44,1104.42,Standard
ORD-104312,2023-09-05 15:09:38,CUST-2383,Consumer,North America,United States,Office Supplies,Binder,3,14.63,0.0,43.89,14.81,Economy
ORD-104622,2024-10-24 07:56:23,CUST-1937,Consumer,Europe,Spain,Office Supplies,Paper (Ream),10,13.85,0.1,124.65,27.09,Express
ORD-102362,2023-04-16 19:42:27,CUST-2696,,Europe,Spain,Technology,Laptop,7,315.12,0.1,1985.26,499.31,
ORD-102324,2022-04-03 12:55:01,CUST-2096,Consumer,North America,United States,Technology,Monitor,4,277.62,0.15,943.91,200.84,Standard
ORD-102670,2023-10-18 04:10:13,CUST-1387,Consumer,Europe,France,Furniture,Sofa,7,214.8,0.0,1503.6,482.07,Standard
ORD-109686,2024-12-11 22:23:59,CUST-2855,Home Office,Asia,India,Office Supplies,Pens (Pack),3,10.28,0.1,27.76,8.19,Standard
ORD-107347,2024-04-21 21:24:56,CUST-2414,Corporate,Europe,United Kingdom,Office Supplies,Binder,9,6.66,0.1,53.95,14.47,Standard
ORD-108475,2022-04-06 13:31:28,CUST-1567,Corporate,North America,Canada,Technology,Keyboard,4,399.04,0.15,1356.74,306.55,Express
ORD-101376,2024-07-13 02:23:26,CUST-2563,Corporate,Europe,France,Technology,Smartphone,1,600.19,0.0,600.19,206.13,Same Day
ORD-105113,2023-12-25 05:27:02,CUST-2304,Consumer,Oceania,Australia,Furniture,Desk,1,341.62,0.0,341.62,152.5,Express
ORD-105337,2023-11-30 08:37:20,CUST-1384,Corporate,Europe,Germany,Technology,Monitor,3,448.63,0.0,1345.89,515.29,Express
ORD-108830,2023-07-21 07:03:35,CUST-1379,Consumer,North America,Mexico,Technology,Laptop,1,448.89,0.1,404.0,86.48,Standard
ORD-106950,2024-05-03 14:35:31,CUST-2132,Consumer,Europe,Germany,Technology,Monitor,10,602.61,0.0,6026.1,2036.19,Same Day
ORD-106918,2023-06-18 17:24:18,CUST-1272,Corporate,North America,United States,Technology,Smartphone,9,1375.87,0.0,12382.83,4914.17,Standard
ORD-101110,2022-02-24 08:22:58,CUST-2742,Consumer,North America,Canada,Office Supplies,Pens (Pack),2,13.79,0.2,22.06,1.53,Express
ORD-104680,2023-11-27 16:08:35,CUST-1432,Home Office,Oceania,New Zealand,Technology,Smartphone,9,488.1,0.1,3953.61,1061.19,Express
ORD-102191,2024-01-11 19:16:26,CUST-2474,Consumer,Europe,Spain,Furniture,Bookcase,5,254.04,0.0,1270.2,461.99,Express
ORD-106258,2024-09-07 02:53:07,CUST-1414,Corporate,Europe,Spain,Technology,Monitor,7,430.38,0.0,3012.66,1137.91,Economy
ORD-109353,2022-01-20 01:39:02,CUST-2900,CONSUMER, Asia ,Japan,Furniture,Bookcase,4,184.7,0.0,738.8,309.76,Economy
ORD-102683,2022-03-15 21:46:47,CUST-2229,Consumer,Europe,United Kingdom,Office Supplies,Binder,9,11.73,0.0,105.57,42.94,Express
ORD-109898,2022-08-20 18:09:29,CUST-1402,Consumer,Europe,United Kingdom,Furniture,Lamp,7,239.66,0.15,1425.98,227.43,Express
ORD-108287,2023-09-26 05:33:59,CUST-2682,Consumer,Oceania,New Zealand,Technology,Smartphone,11,442.7,0.0,4869.7,1771.96,Same Day
ORD-100400,2023-12-30 22:10:55,CUST-1795,CORPORATE, North America ,Mexico,Technology,Headphones,11,525.15,0.1,5198.98,1267.29,Same Day
ORD-107568,2024-07-31 17:28:48,CUST-1498,Corporate,Oceania,Australia,Office Supplies,Paper (Ream),7,16.66,0.15,99.13,18.43,Express
ORD-106967,2022-08-20 14:52:13,CUST-1250,Home Office,North America,United States,Technology,Laptop,2,647.12,0.15,1100.1,157.63,Economy
ORD-100855,2024-10-08 17:19:50,CUST-1972,Consumer,Europe,Spain,Office Supplies,Pens (Pack),6,10.76,0.1,58.1,5.32,Standard
ORD-107762,2023-08-07 07:23:58,CUST-1525,Consumer,North America,Mexico,Office Supplies,Pens (Pack),1,12.68,0.0,12.68,3.64,Standard
ORD-105904,2023-10-30 02:20:33,CUST-1741,Consumer,Europe,France,Technology,Keyboard,5,923.71,0.0,4618.55,1519.19,Economy
ORD-101108,2022-08-02 12:35:19,CUST-1279,Home Office,Oceania,Australia,Office Supplies,Paper (Ream),10,13.89,0.0,138.9,48.38,Express
ORD-106042,2023-12-29 07:44:30,CUST-1424,Home Office,Asia,Singapore,Office Supplies,Notebook,5,12.1,0.2,48.4,6.73,Express
ORD-102170,2024-01-10 22:51:58,CUST-2734,Home Office,Europe,Spain,Office Supplies,Pens (Pack),9,13.26,0.1,107.41,37.42,Same Day
ORD-102648,2024-02-06 12:11:46,CUST-1082,Consumer,Europe,France,Furniture,Office Chair,6,301.05,0.0,1806.3,585.3,Same Day
ORD-109573,2022-12-20 16:23:19,CUST-1393,Consumer,Asia,Singapore,Furniture,Sofa,3,252.34,0.0,757.02,249.97,Economy
ORD-100808,2024-09-02 08:55:02,CUST-2139,Corporate,Europe,United Kingdom,Technology,Laptop,8,216.22,0.1,1556.78,289.26,Express
ORD-108032,2023-12-17 04:55:36,CUST-2661,Consumer,Europe,Spain,Technology,Laptop,8,891.39,0.15,6061.45,1524.95,Economy
ORD-104771,2022-04-11 10:12:16,CUST-2047,Consumer,North America,Canada,Technology,Laptop,10,491.37,0.15,4176.64,853.91,Same Day
ORD-109239,2024-07-02 16:59:42,CUST-1576,Consumer,Oceania,Australia,Technology,Smartphone,4,455.72,0.15,1549.45,301.78,Standard
ORD-102049,2022-05-22 04:24:32,CUST-1436,Consumer,North America,United States,Technology,Laptop,10,507.43,0.0,5074.3,1641.01,Economy
ORD-109638,2024-07-01 16:54:25,CUST-2096,Consumer,Europe,United Kingdom,Office Supplies,Notebook,4,8.37,0.0,33.48,11.9,Express
